Feature,Model,Metric,WeightedPearsonR,N_valid
Random Forest_cm__Actual High__Pred Moderate,Persistence,R2,0.080657206869145,950
Random Forest_cm__Actual High__Pred Moderate,Random Forest,NRMSE,-0.036390799642393105,944
Random Forest_cm__Actual High__Pred Moderate,Random Forest,MAE,-0.03948070687176314,950
Random Forest_cm__Actual High__Pred Moderate,Random Forest,R2,0.023876687713265853,950
Random Forest_cm__Actual High__Pred Moderate,XGBoost,NRMSE,-0.07770690742739048,944
Random Forest_cm__Actual High__Pred Moderate,XGBoost,MAE,-0.039755967350108765,950
Random Forest_cm__Actual High__Pred Moderate,XGBoost,R2,0.05488800551035625,950
Random Forest_cm__Actual High__Pred High,Persistence,NRMSE,-0.09679567110639473,944
Random Forest_cm__Actual High__Pred High,Persistence,MAE,0.033123271082159386,950
Random Forest_cm__Actual High__Pred High,Persistence,R2,0.1734511220863056,950
Random Forest_cm__Actual High__Pred High,Random Forest,NRMSE,0.019971560069863833,944
Random Forest_cm__Actual High__Pred High,Random Forest,MAE,0.21191347969233756,950
Random Forest_cm__Actual High__Pred High,Random Forest,R2,0.05671549003058334,950
Random Forest_cm__Actual High__Pred High,XGBoost,NRMSE,0.06259770459563474,944
Random Forest_cm__Actual High__Pred High,XGBoost,MAE,0.19964168993334927,950
Random Forest_cm__Actual High__Pred High,XGBoost,R2,0.016097573402803444,950
Persistence__gwl_min,Persistence,NRMSE,-0.006101346140385881,944
Persistence__gwl_min,Persistence,MAE,-0.9411521859895337,950
Persistence__gwl_min,Persistence,R2,-0.027567003440360935,950
Persistence__gwl_min,Random Forest,NRMSE,0.06327775992810375,944
Persistence__gwl_min,Random Forest,MAE,-0.11601052135656023,950
Persistence__gwl_min,Random Forest,R2,-0.03019118178193136,950
Persistence__gwl_min,XGBoost,NRMSE,0.06643792520722076,944
Persistence__gwl_min,XGBoost,MAE,-0.17518182276913608,950
Persistence__gwl_min,XGBoost,R2,-0.04134556798424748,950
Persistence__gwl_max,Persistence,NRMSE,-0.018917958948674974,944
Persistence__gwl_max,Persistence,MAE,0.013342902138301875,950
Persistence__gwl_max,Persistence,R2,0.05658682822876046,950
Persistence__gwl_max,Random Forest,NRMSE,-0.0013965080017181426,944
Persistence__gwl_max,Random Forest,MAE,0.11594546844258863,950
Persistence__gwl_max,Random Forest,R2,0.011258711278713422,950
Persistence__gwl_max,XGBoost,NRMSE,0.027272192967634282,944
Persistence__gwl_max,XGBoost,MAE,0.14331066711959714,950
Persistence__gwl_max,XGBoost,R2,-0.035388963343893375,950
Persistence__gwl_range,Persistence,NRMSE,-0.00011658365098462666,944
Persistence__gwl_range,Persistence,MAE,0.9894400389961119,950
Persistence__gwl_range,Persistence,R2,0.04831165273306728,950
Persistence__gwl_range,Random Forest,NRMSE,-0.06667761456331354,944
Persistence__gwl_range,Random Forest,MAE,0.16127979323451824,950
Persistence__gwl_range,Random Forest,R2,0.035465737566668536,950
Persistence__gwl_range,XGBoost,NRMSE,-0.060134141647710686,944
Persistence__gwl_range,XGBoost,MAE,0.23261151078617093,950
Persistence__gwl_range,XGBoost,R2,0.031092191544099826,950
Persistence__Regime Coverage,Persistence,NRMSE,-0.2366571195202844,944
Persistence__Regime Coverage,Persistence,MAE,0.054381009502052664,950
Persistence__Regime Coverage,Persistence,R2,0.16064660953985718,950
Persistence__Regime Coverage,Random Forest,NRMSE,-0.43383977386808514,944
Persistence__Regime Coverage,Random Forest,MAE,0.015509272823256998,950
Persistence__Regime Coverage,Random Forest,R2,0.2798476730320921,950
Persistence__Regime Coverage,XGBoost,NRMSE,-0.39514191048693287,944
Persistence__Regime Coverage,XGBoost,MAE,0.03832856071598357,950
Persistence__Regime Coverage,XGBoost,R2,0.25723144720605734,950
Persistence__Regime Majority Share,Persistence,NRMSE,0.11173408058991298,944
Persistence__Regime Majority Share,Persistence,MAE,-0.07024392222403139,950
Persistence__Regime Majority Share,Persistence,R2,-0.1915865544446939,950
Persistence__Regime Majority Share,Random Forest,NRMSE,0.395548883601912,944
Persistence__Regime Majority Share,Random Forest,MAE,0.016600931396231478,950
Persistence__Regime Majority Share,Random Forest,R2,-0.25889345941421893,950
Persistence__Regime Majority Share,XGBoost,NRMSE,0.3476345561665532,944
Persistence__Regime Majority Share,XGBoost,MAE,0.005221809617662029,950
Persistence__Regime Majority Share,XGBoost,R2,-0.24301454713087414,950
Persistence__Regime Valid,Persistence,NRMSE,-0.20350707886132793,944
Persistence__Regime Valid,Persistence,MAE,-0.003381566048918715,950
Persistence__Regime Valid,Persistence,R2,0.12908259978645684,950
Persistence__Regime Valid,Random Forest,NRMSE,-0.24203268048073,944
Persistence__Regime Valid,Random Forest,MAE,-0.04093989970462612,950
Persistence__Regime Valid,Random Forest,R2,0.14589343027807844,950
Persistence__Regime Valid,XGBoost,NRMSE,-0.21945216218627087,944
Persistence__Regime Valid,XGBoost,MAE,-0.022585301685951933,950
Persistence__Regime Valid,XGBoost,R2,0.1268922146280365,950
Persistence__Regime Weight,Persistence,NRMSE,-0.20350707886132793,944
Persistence__Regime Weight,Persistence,MAE,-0.003381566048918715,950
Persistence__Regime Weight,Persistence,R2,0.12908259978645684,950
Persistence__Regime Weight,Random Forest,NRMSE,-0.24203268048073,944
Persistence__Regime Weight,Random Forest,MAE,-0.04093989970462612,950
Persistence__Regime Weight,Random Forest,R2,0.14589343027807844,950
Persistence__Regime Weight,XGBoost,NRMSE,-0.21945216218627087,944
Persistence__Regime Weight,XGBoost,MAE,-0.022585301685951933,950
Persistence__Regime Weight,XGBoost,R2,0.1268922146280365,950
SHAP__Random Forest__lag_1,Persistence,NRMSE,0.021882481254911785,944
SHAP__Random Forest__lag_1,Persistence,MAE,0.9840209209348635,950
SHAP__Random Forest__lag_1,Persistence,R2,0.03098042384834205,950
SHAP__Random Forest__lag_1,Random Forest,NRMSE,-0.05230708123533385,944
SHAP__Random Forest__lag_1,Random Forest,MAE,0.046471027152976255,950
SHAP__Random Forest__lag_1,Random Forest,R2,0.02180284239147389,950
SHAP__Random Forest__lag_1,XGBoost,NRMSE,-0.04670136028679046,944
SHAP__Random Forest__lag_1,XGBoost,MAE,0.1237497037117805,950
SHAP__Random Forest__lag_1,XGBoost,R2,0.020986422132557993,950
SHAP__Random Forest__lag_3,Persistence,NRMSE,0.11970551151665058,944
SHAP__Random Forest__lag_3,Persistence,MAE,0.035805123071329104,950
SHAP__Random Forest__lag_3,Persistence,R2,-0.06618859257364726,950
SHAP__Random Forest__lag_3,Random Forest,NRMSE,0.04751850817219282,944
SHAP__Random Forest__lag_3,Random Forest,MAE,0.17949844586237432,950
SHAP__Random Forest__lag_3,Random Forest,R2,-0.020341195515048,950
SHAP__Random Forest__lag_3,XGBoost,NRMSE,0.016684029085968027,944
SHAP__Random Forest__lag_3,XGBoost,MAE,0.15657251538499656,950
SHAP__Random Forest__lag_3,XGBoost,R2,0.005078847544200352,950
SHAP__Random Forest__lag_7,Persistence,NRMSE,0.06132724082927199,944
SHAP__Random Forest__lag_7,Persistence,MAE,0.0314522316101353,950
SHAP__Random Forest__lag_7,Persistence,R2,-0.0460268631020666,950
SHAP__Random Forest__lag_7,Random Forest,NRMSE,-0.006379854890792254,944
SHAP__Random Forest__lag_7,Random Forest,MAE,0.11545913347179237,950
SHAP__Random Forest__lag_7,Random Forest,R2,0.024819167888279738,950
SHAP__Random Forest__lag_7,XGBoost,NRMSE,-0.022952452334224247,944
SHAP__Random Forest__lag_7,XGBoost,MAE,0.09004297441493171,950
SHAP__Random Forest__lag_7,XGBoost,R2,0.02112051016418469,950
SHAP__Random Forest__lag_14,Persistence,NRMSE,0.14379063114092303,944
SHAP__Random Forest__lag_14,Persistence,MAE,0.01611977823647429,950
SHAP__Random Forest__lag_14,Persistence,R2,-0.05543364661615368,950
SHAP__Random Forest__lag_14,Random Forest,NRMSE,-0.0005784975439813433,944
SHAP__Random Forest__lag_14,Random Forest,MAE,0.08396778037822222,950
SHAP__Random Forest__lag_14,Random Forest,R2,0.029841543892713346,950
SHAP__Random Forest__lag_14,XGBoost,NRMSE,-0.014278035403827504,944
SHAP__Random Forest__lag_14,XGBoost,MAE,0.06775881332706703,950
SHAP__Random Forest__lag_14,XGBoost,R2,0.033816045025256654,950
SHAP__Random Forest__rolling_7,Persistence,NRMSE,0.025227080887401925,944
SHAP__Random Forest__rolling_7,Persistence,MAE,0.07764076495771118,950
SHAP__Random Forest__rolling_7,Persistence,R2,0.010689507199724113,950
SHAP__Random Forest__rolling_7,Random Forest,NRMSE,0.00761572578287795,944
SHAP__Random Forest__rolling_7,Random Forest,MAE,0.41946682678918384,950
SHAP__Random Forest__rolling_7,Random Forest,R2,0.014018796162879224,950
SHAP__Random Forest__rolling_7,XGBoost,NRMSE,0.020879274440824172,944
SHAP__Random Forest__rolling_7,XGBoost,MAE,0.40490636651079537,950
SHAP__Random Forest__rolling_7,XGBoost,R2,0.008675871520508775,950
SHAP__Random Forest__rolling_14,Persistence,NRMSE,-0.0394753769167651,944
SHAP__Random Forest__rolling_14,Persistence,MAE,0.014355446350201608,950
SHAP__Random Forest__rolling_14,Persistence,R2,-0.05061099105907747,950
SHAP__Random Forest__rolling_14,Random Forest,NRMSE,0.014636043899240234,944
SHAP__Random Forest__rolling_14,Random Forest,MAE,0.15679160734038322,950
SHAP__Random Forest__rolling_14,Random Forest,R2,-0.009969638574401977,950
SHAP__Random Forest__rolling_14,XGBoost,NRMSE,0.007091861389859387,944
SHAP__Random Forest__rolling_14,XGBoost,MAE,0.15277466592498334,950
SHAP__Random Forest__rolling_14,XGBoost,R2,-0.017301345495481502,950
SHAP__Random Forest__rolling_7_std,Persistence,NRMSE,0.04369288052701158,944
SHAP__Random Forest__rolling_7_std,Persistence,MAE,0.17049956339965094,950
SHAP__Random Forest__rolling_7_std,Persistence,R2,-0.03427786363562364,950
SHAP__Random Forest__rolling_7_std,Random Forest,NRMSE,-0.01816578815539656,944
SHAP__Random Forest__rolling_7_std,Random Forest,MAE,0.2385803632383686,950
SHAP__Random Forest__rolling_7_std,Random Forest,R2,0.039036640673073726,950
SHAP__Random Forest__rolling_7_std,XGBoost,NRMSE,0.10315294250352339,944
SHAP__Random Forest__rolling_7_std,XGBoost,MAE,0.24286819061519976,950
SHAP__Random Forest__rolling_7_std,XGBoost,R2,-0.12363395985188878,950
SHAP__Random Forest__rolling_14_std,Persistence,NRMSE,0.004987443632658517,944
SHAP__Random Forest__rolling_14_std,Persistence,MAE,0.03778240017445936,950
SHAP__Random Forest__rolling_14_std,Persistence,R2,-0.009999236615869598,950
SHAP__Random Forest__rolling_14_std,Random Forest,NRMSE,0.014451324890359397,944
SHAP__Random Forest__rolling_14_std,Random Forest,MAE,0.2270241074540838,950
SHAP__Random Forest__rolling_14_std,Random Forest,R2,-0.01054145683621286,950
SHAP__Random Forest__rolling_14_std,XGBoost,NRMSE,0.08447026413329418,944
SHAP__Random Forest__rolling_14_std,XGBoost,MAE,0.19152870913263131,950
SHAP__Random Forest__rolling_14_std,XGBoost,R2,-0.10018792203737273,950
SHAP__Random Forest__diff_1,Persistence,NRMSE,0.01592598378852943,944
SHAP__Random Forest__diff_1,Persistence,MAE,0.9836205547443563,950
SHAP__Random Forest__diff_1,Persistence,R2,0.0302336885161061,950
SHAP__Random Forest__diff_1,Random Forest,NRMSE,-0.05962930142815141,944
SHAP__Random Forest__diff_1,Random Forest,MAE,0.05338952627996324,950
SHAP__Random Forest__diff_1,Random Forest,R2,0.026801971171046084,950
SHAP__Random Forest__diff_1,XGBoost,NRMSE,-0.05508461560083486,944
SHAP__Random Forest__diff_1,XGBoost,MAE,0.12892760527828215,950
SHAP__Random Forest__diff_1,XGBoost,R2,0.026025381026409215,950
SHAP__Random Forest__diff_7,Persistence,NRMSE,-0.01916177353358493,944
SHAP__Random Forest__diff_7,Persistence,MAE,0.09188745461727578,950
SHAP__Random Forest__diff_7,Persistence,R2,0.08480317988956682,950
SHAP__Random Forest__diff_7,Random Forest,NRMSE,-0.04507523197079551,944
SHAP__Random Forest__diff_7,Random Forest,MAE,0.4856383112598848,950
SHAP__Random Forest__diff_7,Random Forest,R2,0.06987372651599781,950
SHAP__Random Forest__diff_7,XGBoost,NRMSE,-0.019934948686691056,944
SHAP__Random Forest__diff_7,XGBoost,MAE,0.4802257696895419,950
SHAP__Random Forest__diff_7,XGBoost,R2,0.048453809796773946,950
SHAP__Random Forest__month,Persistence,NRMSE,-0.01614355225348605,944
SHAP__Random Forest__month,Persistence,MAE,0.02660147941683371,950
SHAP__Random Forest__month,Persistence,R2,0.005352942083890854,950
SHAP__Random Forest__month,Random Forest,NRMSE,-0.0492652573599058,944
SHAP__Random Forest__month,Random Forest,MAE,0.06242277319027866,950
SHAP__Random Forest__month,Random Forest,R2,0.03651219256227136,950
SHAP__Random Forest__month,XGBoost,NRMSE,-0.030884595613696008,944
SHAP__Random Forest__month,XGBoost,MAE,0.06600618133213251,950
SHAP__Random Forest__month,XGBoost,R2,0.031087153482649597,950
SHAP__Random Forest__dayofyear,Persistence,NRMSE,0.012617746772998375,944
SHAP__Random Forest__dayofyear,Persistence,MAE,0.04545137956849827,950
SHAP__Random Forest__dayofyear,Persistence,R2,0.013200353244521668,950
SHAP__Random Forest__dayofyear,Random Forest,NRMSE,-0.034768465926825365,944
SHAP__Random Forest__dayofyear,Random Forest,MAE,0.15722917336292225,950
SHAP__Random Forest__dayofyear,Random Forest,R2,0.038555346696045364,950
SHAP__Random Forest__dayofyear,XGBoost,NRMSE,-0.0371428244427738,944
SHAP__Random Forest__dayofyear,XGBoost,MAE,0.15406468265321135,950
SHAP__Random Forest__dayofyear,XGBoost,R2,0.035070668529091,950
SHAP__Random Forest__weekday,Persistence,NRMSE,0.08919947213919045,944
SHAP__Random Forest__weekday,Persistence,MAE,0.08116144071175002,950
SHAP__Random Forest__weekday,Persistence,R2,-0.1104330933280624,950
SHAP__Random Forest__weekday,Random Forest,NRMSE,-0.016939080616435783,944
SHAP__Random Forest__weekday,Random Forest,MAE,0.17990764063397155,950
SHAP__Random Forest__weekday,Random Forest,R2,0.007519391319448051,950
SHAP__Random Forest__weekday,XGBoost,NRMSE,-0.013503717464154163,944
SHAP__Random Forest__weekday,XGBoost,MAE,0.1647491725447295,950
SHAP__Random Forest__weekday,XGBoost,R2,-0.007291600069904681,950
SHAP__Random Forest__is_monsoon,Persistence,NRMSE,-0.07198325286165452,944
SHAP__Random Forest__is_monsoon,Persistence,MAE,0.003967605465665034,950
SHAP__Random Forest__is_monsoon,Persistence,R2,0.009916665114852355,950
SHAP__Random Forest__is_monsoon,Random Forest,NRMSE,0.006207528044727639,944
SHAP__Random Forest__is_monsoon,Random Forest,MAE,0.09604805243155393,950
SHAP__Random Forest__is_monsoon,Random Forest,R2,-0.02682799090229458,950
SHAP__Random Forest__is_monsoon,XGBoost,NRMSE,-0.010400478965076355,944
SHAP__Random Forest__is_monsoon,XGBoost,MAE,0.042867659957945545,950
SHAP__Random Forest__is_monsoon,XGBoost,R2,0.002512593501742168,950
SHAP__Random Forest__top1_value,Persistence,NRMSE,0.02120789784998476,944
SHAP__Random Forest__top1_value,Persistence,MAE,0.985608962215533,950
SHAP__Random Forest__top1_value,Persistence,R2,0.03151441304085189,950
SHAP__Random Forest__top1_value,Random Forest,NRMSE,-0.05246890673613408,944
SHAP__Random Forest__top1_value,Random Forest,MAE,0.05774551614190269,950
SHAP__Random Forest__top1_value,Random Forest,R2,0.022694946940320048,950
SHAP__Random Forest__top1_value,XGBoost,NRMSE,-0.04670949838143988,944
SHAP__Random Forest__top1_value,XGBoost,MAE,0.13432059238610553,950
SHAP__Random Forest__top1_value,XGBoost,R2,0.021617268108270058,950
SHAP__Random Forest__top2_value,Persistence,NRMSE,0.020770956477001452,944
SHAP__Random Forest__top2_value,Persistence,MAE,0.9827071365475716,950
SHAP__Random Forest__top2_value,Persistence,R2,0.0298228574397088,950
SHAP__Random Forest__top2_value,Random Forest,NRMSE,-0.051031353800983045,944
SHAP__Random Forest__top2_value,Random Forest,MAE,0.1067046982342899,950
SHAP__Random Forest__top2_value,Random Forest,R2,0.021531866240342205,950
SHAP__Random Forest__top2_value,XGBoost,NRMSE,-0.044990327174717695,944
SHAP__Random Forest__top2_value,XGBoost,MAE,0.1789223381503422,950
SHAP__Random Forest__top2_value,XGBoost,R2,0.020721746219521924,950
SHAP__Random Forest__top3_value,Persistence,NRMSE,0.0019528487092209238,944
SHAP__Random Forest__top3_value,Persistence,MAE,0.08245711843014067,950
SHAP__Random Forest__top3_value,Persistence,R2,-0.010507079385116375,950
SHAP__Random Forest__top3_value,Random Forest,NRMSE,-0.011503474023671401,944
SHAP__Random Forest__top3_value,Random Forest,MAE,0.3247090929454281,950
SHAP__Random Forest__top3_value,Random Forest,R2,0.0035917247174117083,950
SHAP__Random Forest__top3_value,XGBoost,NRMSE,-0.015901544378009617,944
SHAP__Random Forest__top3_value,XGBoost,MAE,0.3045160846384708,950
SHAP__Random Forest__top3_value,XGBoost,R2,0.020442707394162887,950
SHAP__XGBoost__lag_1,Persistence,NRMSE,0.023059840868659965,944
SHAP__XGBoost__lag_1,Persistence,MAE,0.9843707429637184,950
SHAP__XGBoost__lag_1,Persistence,R2,0.030600380669552684,950
SHAP__XGBoost__lag_1,Random Forest,NRMSE,-0.052803860629376385,944
SHAP__XGBoost__lag_1,Random Forest,MAE,0.048155206685932476,950
SHAP__XGBoost__lag_1,Random Forest,R2,0.02196982460304113,950
SHAP__XGBoost__lag_1,XGBoost,NRMSE,-0.046637398030188244,944
SHAP__XGBoost__lag_1,XGBoost,MAE,0.12751576441860593,950
SHAP__XGBoost__lag_1,XGBoost,R2,0.0187483265711833,950
SHAP__XGBoost__lag_3,Persistence,NRMSE,0.13325780700830384,944
SHAP__XGBoost__lag_3,Persistence,MAE,0.5160907934984886,950
SHAP__XGBoost__lag_3,Persistence,R2,-0.025261261122838247,950
SHAP__XGBoost__lag_3,Random Forest,NRMSE,0.08051584679228783,944
SHAP__XGBoost__lag_3,Random Forest,MAE,0.28965250941385356,950
SHAP__XGBoost__lag_3,Random Forest,R2,-0.032738439420888145,950
SHAP__XGBoost__lag_3,XGBoost,NRMSE,0.07850905747876592,944
SHAP__XGBoost__lag_3,XGBoost,MAE,0.32074610001447434,950
SHAP__XGBoost__lag_3,XGBoost,R2,-0.03136607940638968,950
SHAP__XGBoost__lag_7,Persistence,NRMSE,0.018571107277710944,944
SHAP__XGBoost__lag_7,Persistence,MAE,0.9800868507893663,950
SHAP__XGBoost__lag_7,Persistence,R2,0.03475653446237834,950
SHAP__XGBoost__lag_7,Random Forest,NRMSE,-0.051090135524532156,944
SHAP__XGBoost__lag_7,Random Forest,MAE,0.06458692295645238,950
SHAP__XGBoost__lag_7,Random Forest,R2,0.02314153298168019,950
SHAP__XGBoost__lag_7,XGBoost,NRMSE,-0.04745444203217511,944
SHAP__XGBoost__lag_7,XGBoost,MAE,0.14003611679154304,950
SHAP__XGBoost__lag_7,XGBoost,R2,0.02477248221858996,950
SHAP__XGBoost__lag_14,Persistence,NRMSE,0.046710838217254455,944
SHAP__XGBoost__lag_14,Persistence,MAE,0.23152501488180982,950
SHAP__XGBoost__lag_14,Persistence,R2,0.022581406460379806,950
SHAP__XGBoost__lag_14,Random Forest,NRMSE,0.05521052510188849,944
SHAP__XGBoost__lag_14,Random Forest,MAE,0.1495975523774341,950
SHAP__XGBoost__lag_14,Random Forest,R2,-0.03162370104996509,950
SHAP__XGBoost__lag_14,XGBoost,NRMSE,0.05230703258427218,944
SHAP__XGBoost__lag_14,XGBoost,MAE,0.18133204782268947,950
SHAP__XGBoost__lag_14,XGBoost,R2,0.0024953987373056534,950
SHAP__XGBoost__rolling_7,Persistence,NRMSE,0.006621101422051483,944
SHAP__XGBoost__rolling_7,Persistence,MAE,0.8932845179941963,950
SHAP__XGBoost__rolling_7,Persistence,R2,0.03725793859371334,950
SHAP__XGBoost__rolling_7,Random Forest,NRMSE,-0.04419908954254004,944
SHAP__XGBoost__rolling_7,Random Forest,MAE,0.17997752577477102,950
SHAP__XGBoost__rolling_7,Random Forest,R2,0.021859747930723726,950
SHAP__XGBoost__rolling_7,XGBoost,NRMSE,-0.026820312274032566,944
SHAP__XGBoost__rolling_7,XGBoost,MAE,0.24468957845220363,950
SHAP__XGBoost__rolling_7,XGBoost,R2,0.011061020754552554,950
SHAP__XGBoost__rolling_14,Persistence,NRMSE,0.009386766904420227,944
SHAP__XGBoost__rolling_14,Persistence,MAE,0.977089383919396,950
SHAP__XGBoost__rolling_14,Persistence,R2,0.02550541238608427,950
SHAP__XGBoost__rolling_14,Random Forest,NRMSE,-0.054641812577360865,944
SHAP__XGBoost__rolling_14,Random Forest,MAE,0.05344598169900386,950
SHAP__XGBoost__rolling_14,Random Forest,R2,0.021249573487979862,950
SHAP__XGBoost__rolling_14,XGBoost,NRMSE,-0.04638381036156057,944
SHAP__XGBoost__rolling_14,XGBoost,MAE,0.1298051044798768,950
SHAP__XGBoost__rolling_14,XGBoost,R2,0.015876926698689304,950
SHAP__XGBoost__rolling_7_std,Persistence,NRMSE,0.014324819194934906,944
SHAP__XGBoost__rolling_7_std,Persistence,MAE,0.9793037224646192,950
SHAP__XGBoost__rolling_7_std,Persistence,R2,0.037958629151405396,950
SHAP__XGBoost__rolling_7_std,Random Forest,NRMSE,-0.053252635830182665,944
SHAP__XGBoost__rolling_7_std,Random Forest,MAE,0.0785369740050884,950
SHAP__XGBoost__rolling_7_std,Random Forest,R2,0.02518422286532448,950
SHAP__XGBoost__rolling_7_std,XGBoost,NRMSE,-0.048413414380739844,944
SHAP__XGBoost__rolling_7_std,XGBoost,MAE,0.14966438117873182,950
SHAP__XGBoost__rolling_7_std,XGBoost,R2,0.023227825083590486,950
SHAP__XGBoost__rolling_14_std,Persistence,NRMSE,-0.06030338209347662,944
SHAP__XGBoost__rolling_14_std,Persistence,MAE,0.2453844621474125,950
SHAP__XGBoost__rolling_14_std,Persistence,R2,0.01662563409797623,950
SHAP__XGBoost__rolling_14_std,Random Forest,NRMSE,-0.019756105651916874,944
SHAP__XGBoost__rolling_14_std,Random Forest,MAE,0.14046043328625746,950
SHAP__XGBoost__rolling_14_std,Random Forest,R2,-0.009806926538436197,950
SHAP__XGBoost__rolling_14_std,XGBoost,NRMSE,-0.029950027782801564,944
SHAP__XGBoost__rolling_14_std,XGBoost,MAE,0.11129617740106593,950
SHAP__XGBoost__rolling_14_std,XGBoost,R2,0.01379789420444345,950
SHAP__XGBoost__diff_1,Persistence,NRMSE,0.01216229781823044,944
SHAP__XGBoost__diff_1,Persistence,MAE,0.9842242606990587,950
SHAP__XGBoost__diff_1,Persistence,R2,0.034314216166618,950
SHAP__XGBoost__diff_1,Random Forest,NRMSE,-0.06394080560564287,944
SHAP__XGBoost__diff_1,Random Forest,MAE,0.06702968150101737,950
SHAP__XGBoost__diff_1,Random Forest,R2,0.03098471957144949,950
SHAP__XGBoost__diff_1,XGBoost,NRMSE,-0.054505410970013844,944
SHAP__XGBoost__diff_1,XGBoost,MAE,0.14762670524535468,950
SHAP__XGBoost__diff_1,XGBoost,R2,0.023059090156777227,950
SHAP__XGBoost__diff_7,Persistence,NRMSE,0.01832298082070949,944
SHAP__XGBoost__diff_7,Persistence,MAE,0.956664556868663,950
SHAP__XGBoost__diff_7,Persistence,R2,0.05490262139514828,950
SHAP__XGBoost__diff_7,Random Forest,NRMSE,-0.06217457787605097,944
SHAP__XGBoost__diff_7,Random Forest,MAE,0.19288947002254916,950
SHAP__XGBoost__diff_7,Random Forest,R2,0.04371823306407408,950
SHAP__XGBoost__diff_7,XGBoost,NRMSE,-0.04518195545298533,944
SHAP__XGBoost__diff_7,XGBoost,MAE,0.26165572863659353,950
SHAP__XGBoost__diff_7,XGBoost,R2,0.03022421765410329,950
SHAP__XGBoost__month,Persistence,NRMSE,-0.016049060294280142,944
SHAP__XGBoost__month,Persistence,MAE,0.16728703201169207,950
SHAP__XGBoost__month,Persistence,R2,-0.009846136458960014,950
SHAP__XGBoost__month,Random Forest,NRMSE,-0.06934856062180018,944
SHAP__XGBoost__month,Random Forest,MAE,0.054162031685517455,950
SHAP__XGBoost__month,Random Forest,R2,0.04133093350300064,950
SHAP__XGBoost__month,XGBoost,NRMSE,0.05450517717924342,944
SHAP__XGBoost__month,XGBoost,MAE,0.0751163978793882,950
SHAP__XGBoost__month,XGBoost,R2,-0.0542558648084264,950
SHAP__XGBoost__dayofyear,Persistence,NRMSE,0.04113460739127193,944
SHAP__XGBoost__dayofyear,Persistence,MAE,0.15820263239583068,950
SHAP__XGBoost__dayofyear,Persistence,R2,-0.05856336564856565,950
SHAP__XGBoost__dayofyear,Random Forest,NRMSE,-0.03144951188020695,944
SHAP__XGBoost__dayofyear,Random Forest,MAE,0.14824625721470205,950
SHAP__XGBoost__dayofyear,Random Forest,R2,0.03178816826839412,950
SHAP__XGBoost__dayofyear,XGBoost,NRMSE,-0.015930878696079544,944
SHAP__XGBoost__dayofyear,XGBoost,MAE,0.15457216296846826,950
SHAP__XGBoost__dayofyear,XGBoost,R2,-0.0034684428891713524,950
SHAP__XGBoost__weekday,Persistence,NRMSE,0.0740719544983539,944
SHAP__XGBoost__weekday,Persistence,MAE,0.729040743829059,950
SHAP__XGBoost__weekday,Persistence,R2,-0.04772616918886018,950
SHAP__XGBoost__weekday,Random Forest,NRMSE,-0.03916208076534254,944
SHAP__XGBoost__weekday,Random Forest,MAE,0.2917563422799574,950
SHAP__XGBoost__weekday,Random Forest,R2,0.0274017121830583,950
SHAP__XGBoost__weekday,XGBoost,NRMSE,-0.01992000287746735,944
SHAP__XGBoost__weekday,XGBoost,MAE,0.3694973579494436,950
SHAP__XGBoost__weekday,XGBoost,R2,-0.0005063755557973244,950
SHAP__XGBoost__is_monsoon,Persistence,NRMSE,-0.058607507954126524,944
SHAP__XGBoost__is_monsoon,Persistence,MAE,0.004621859074539525,950
SHAP__XGBoost__is_monsoon,Persistence,R2,0.00417684138390216,950
SHAP__XGBoost__is_monsoon,Random Forest,NRMSE,0.0026658594424421615,944
SHAP__XGBoost__is_monsoon,Random Forest,MAE,0.09881295760773637,950
SHAP__XGBoost__is_monsoon,Random Forest,R2,-0.021636660738925773,950
SHAP__XGBoost__is_monsoon,XGBoost,NRMSE,-0.015174459007043688,944
SHAP__XGBoost__is_monsoon,XGBoost,MAE,0.04222269728032927,950
SHAP__XGBoost__is_monsoon,XGBoost,R2,0.00810010045779119,950
SHAP__XGBoost__top1_value,Persistence,NRMSE,0.02169551464070523,944
SHAP__XGBoost__top1_value,Persistence,MAE,0.985384627155313,950
SHAP__XGBoost__top1_value,Persistence,R2,0.030925530303868607,950
SHAP__XGBoost__top1_value,Random Forest,NRMSE,-0.053142708308860864,944
SHAP__XGBoost__top1_value,Random Forest,MAE,0.0574138826338666,950
SHAP__XGBoost__top1_value,Random Forest,R2,0.02290269590328336,950
SHAP__XGBoost__top1_value,XGBoost,NRMSE,-0.04592522735494783,944
SHAP__XGBoost__top1_value,XGBoost,MAE,0.13596861841525532,950
SHAP__XGBoost__top1_value,XGBoost,R2,0.018459561634257323,950
SHAP__XGBoost__top2_value,Persistence,NRMSE,0.024912267784205355,944
SHAP__XGBoost__top2_value,Persistence,MAE,0.9729822830555003,950
SHAP__XGBoost__top2_value,Persistence,R2,0.025244110094312894,950
SHAP__XGBoost__top2_value,Random Forest,NRMSE,-0.04144196451384022,944
SHAP__XGBoost__top2_value,Random Forest,MAE,0.14041998121116228,950
SHAP__XGBoost__top2_value,Random Forest,R2,0.015527960888381003,950
SHAP__XGBoost__top2_value,XGBoost,NRMSE,-0.032205988786478804,944
SHAP__XGBoost__top2_value,XGBoost,MAE,0.21193536833756027,950
SHAP__XGBoost__top2_value,XGBoost,R2,0.011696944241700962,950
