state,district,rows,regime_valid,regime_class_count,Regime Coverage,Regime Majority Share,Persistence__RMSE,Persistence__MAE,Persistence__MAPE,Persistence__R2,Persistence__mNSE,Persistence__KGE,Persistence__PBIAS,Persistence__Pearson r,Persistence__Alpha,Persistence__Beta,Persistence__NRMSE,Random Forest__RMSE,Random Forest__MAE,Random Forest__MAPE,Random Forest__R2,Random Forest__mNSE,Random Forest__KGE,Random Forest__PBIAS,Random Forest__Pearson r,Random Forest__Alpha,Random Forest__Beta,Random Forest__NRMSE,XGBoost__RMSE,XGBoost__MAE,XGBoost__MAPE,XGBoost__R2,XGBoost__mNSE,XGBoost__KGE,XGBoost__PBIAS,XGBoost__Pearson r,XGBoost__Alpha,XGBoost__Beta,XGBoost__NRMSE
Andhra Pradesh,Palnadu,486,False,2,0.6666666666666666,0.9081632653061223,13.360724347955122,12.7334693877551,1273.252740032262,-9.89232955140944,-4.445743945622822,,-124779999999.99995,,,,0.951618543301647,12.28223702263996,11.321084830496416,1131.932336734642,-8.204828747547872,-3.841707102452726,,-110914589055.3151,0.1407697468819411,0.7800032451165813,40.387283045211326,0.8748032067407381,11.206874772996622,10.393098714157023,1039.0353526186552,-6.663546606445303,-3.4448337429002267,,-101792368670.94038,0.2741867544505851,0.6685147828044409,37.14785819280554,0.7982104539171384
Andhra Pradesh,Parvathipuram,486,False,2,0.6666666666666666,0.8775510204081632,6.779385093420934,5.47295918367347,55.7687380570767,-0.1696874640038745,-0.0861464935906524,,25305000000.000008,,,,0.2859293586428061,4.293859064687343,3.223859630635803,42.19755270735454,0.5307710503251213,0.3602028233484361,0.5976232461331067,-9201746955.507471,0.7453724882457456,0.6966751423306833,1.0711752276440634,0.1810990748497403,3.8856082432675305,2.9498341032923485,39.7284409643131,0.6157558618135309,0.4145850790331298,0.6559620155276051,-10168938009.262083,0.8058257895897639,0.7271050050143072,1.078656420482678,0.1638805669872429
Andhra Pradesh,SRI SATHYA SAI,486,True,3,1.0,0.5714285714285714,0.5768386751448425,0.4522448979591836,16.68264932446933,-0.9559308423387478,-0.183322072317517,,3952000000.000001,,,,0.4120276251034589,0.1175843198545732,0.0853431437486796,3.1799074613882263,0.9187275080084956,0.7766952680406052,0.8476358789872598,785121896.8526477,0.9873359761368442,0.851775800287511,0.967075320940508,0.0839887998961237,0.085486494216168,0.0518873738755984,1.966500540950319,0.9570424239339574,0.8642340133439638,0.9079539958549586,435673960.2088924,0.987171492602798,0.9107022294633174,0.9817296837956516,0.0610617815829771
Andhra Pradesh,Sri Potti Sriramulu Nellore,486,False,2,0.6666666666666666,0.9897959183673468,1.953477537571373,1.5841836734693877,20.3034383046098,-1.856145847624779,-0.5144743312303532,,15432999999.999998,,,,0.5456641166400483,0.3753421281528529,0.3203244872314013,4.942684713820992,0.894556901040014,0.6937708539098534,0.7591218141561552,-319985022.48677546,0.9687188745489972,0.7612064266359517,1.0046282746212127,0.1048441698750985,0.301442772116478,0.217645637356505,3.5311587240617213,0.9319899197820912,0.7919314934241011,0.7962957175497953,-1120145786.2854004,0.9892664429489976,0.7972249369147185,1.016201828055678,0.0842018916526474
Andhra Pradesh,Tirupathi,486,False,1,0.3333333333333333,1.0,0.0852077293609988,0.0800918367346943,0.5322912584056692,-7.585485323275382,-2.6946050836711803,,784900000.000005,,,,0.7220994013643952,0.094710875419076,0.0928230667637453,0.6171486409514566,-9.607341896980632,-3.281891742391833,0.4418025351060362,-909666054.284704,0.9652210486284148,1.5570787413801972,1.00617335061342,0.8026345374497951,0.0829645386246042,0.0819493477490483,0.5450140954729765,-7.139390226680479,-2.7802913398041285,0.8633935467436712,-803103607.9406736,0.9158303655146556,1.107457392871795,1.00545017605897,0.7030893103780005
Andhra Pradesh,VISAKHAPATNAM,486,True,3,1.0,0.5306122448979592,1.5158344102122996,1.191183673469387,5.231854747851535,-1.1477977342024657,-0.2502883062629994,,10859599999.999989,,,,0.4769774733204214,0.1353777285762681,0.1103548715050068,0.4944673755064773,0.9828689373679234,0.8841694958931018,0.9144651705312312,443852203.95372975,0.9956699969162216,0.914599671319561,0.9979403915860474,0.0425984042090207,0.2191342432890857,0.1623513695853097,0.7186585252708704,0.9551140569950222,0.829593014562492,0.9032499957756844,1386548655.7006843,0.990627966728812,0.9039201795897668,0.9935659950492582,0.0689535063842308
Andhra Pradesh,VIZIANAGARAM,486,False,1,0.3333333333333333,1.0,1.6369435649080513,1.3667653061224496,14.84950233784869,-2.3018639780834977,-0.8683036889792353,,13394300000.000008,,,,0.484302829854453,1.1912881027430529,1.0779003097544917,11.967063419222882,-0.7487405211926239,-0.4734388677010759,0.5255787546567161,10413232543.530523,0.8502823246821791,0.5666404539824412,0.8780998785646411,0.3524521014032701,0.4005434139995079,0.274903024751313,3.210083974669619,0.802307153490775,0.6242205351908354,0.8913031397682354,-626714566.4215083,0.9003267822161735,0.9572632127104422,1.007336490511734,0.1185039686389076
Andhra Pradesh,WEST GODAVARI,486,False,2,0.6666666666666666,0.5102040816326531,4.14502806420671,3.231122448979592,206.8901140405614,-0.6951591894380698,-0.0170513092794046,,-26012999999.999992,,,,0.5951224787087882,2.008095273232365,1.4514582941502006,97.91517803540556,0.6021456000105108,0.5431285623681306,0.4729597758835963,-13376033360.18518,0.977062014346729,0.5663318574322759,1.2986254992004191,0.2883123148933761,2.1624230700644245,1.5719582637475462,106.0517093514801,0.5386432599044436,0.5051991264577668,0.4262495298055356,-14498631341.934202,0.9796836138730788,0.5267105033703726,1.323687965304836,0.3104699310932411
Andhra Pradesh,Y.s.r.,486,False,2,0.6666666666666666,0.8877551020408163,0.4335355362879605,0.3636734693877547,3.936755805516692,-2.3130168383587977,-0.8903273294076883,,3549999999.9999967,,,,0.4817061514310671,0.1091776226991644,0.0680578797432961,0.7343526684138971,0.7898925235434784,0.6462440048847111,0.8774812870505615,-82657224.78284818,0.906053015611178,1.0786380190903924,1.0009279550487211,0.1213084696657382,0.0549497770790281,0.0328984083837393,0.3583701709157582,0.9467761716924932,0.8289983578772122,0.953695123619332,201120538.33007783,0.976981263126962,0.9598853983225972,0.9977421112378828,0.0610553078655868
Arunachal Pradesh,Namsai,486,True,3,1.0,0.7142857142857143,0.5714946390378299,0.4928571428571429,24.861710756557567,-1.016061778007332,-0.3635263752218103,,-3976000000.0,,,,0.4684382287195326,0.2283193684404248,0.1428951451590738,5.444664706434334,0.6782155722091321,0.604669827475703,0.6137399763728257,990519178.3956864,0.9039241546764282,0.6285999364936238,0.9549641184688694,0.1871470233118236,0.1638576444481181,0.112591676079497,4.405009162431793,0.8342654974666218,0.6885066551438338,0.7519684461713066,447415405.7502746,0.9371051827486122,0.7609391880726237,0.9796573881172012,0.134309544629605
Assam,BARPETA,486,False,1,0.3333333333333333,1.0,0.1658927610333413,0.1295918367346938,2.3985597567081367,-1.2794117647058818,-0.3441185364378576,,1217999999.9999998,,,,0.4046164903252227,0.0559427903322809,0.0478132045699952,0.9000698639620046,0.7407873669406425,0.5040843916689337,0.700088362930968,-50705816.32995036,0.933674907522832,1.292484231469841,1.0009728817082757,0.136445830078734,0.0618393424951461,0.0512739749830596,0.9624848133751198,0.6832638442674652,0.4681894944303164,0.6482325238511052,-151079216.76635805,0.9339729358827934,1.3455030846097495,1.0028987247840786,0.1508276646223076
Assam,BONGAIGAON,486,False,1,0.3333333333333333,1.0,4.592434550654024,3.889591836734695,23.45643975198726,-2.5377585159257885,-0.7762010726920014,,38118000000.000015,,,,0.5371268480297103,5.274709606900706,4.556090546053344,27.68310740519074,-3.6670165808585455,-1.0805609572585646,-0.883098456844496,44648823740.21166,-0.6435521568810205,0.1306089422331421,0.7017462582684151,0.6169251002223047,5.097617531902984,4.384527108484385,26.59539522330807,-3.358898228983487,-1.0022156771788602,-0.89760158590164,42965996800.23193,-0.6441813277990454,0.0971249363592745,0.7129875271192142,0.5962125768307582
Assam,Baksa,486,False,2,0.6666666666666666,0.5408163265306123,0.7699725478806345,0.5984387755102041,33.912592875887114,-0.883054883256819,-0.0779351919196769,,-5167300000.000001,,,,0.5042387346958969,0.0937689265579475,0.051009180774057,2.317048098578959,0.9720726078060432,0.9081199392193946,0.981877472134924,-182432542.3762028,0.9865065733472572,0.9911886234345374,1.0082893363069143,0.0614072865474443,0.0957355012290873,0.0788474829926782,3.482640690797228,0.9708889060323967,0.8579763207361771,0.9122220946056228,-549669966.1254882,0.9944331062943464,1.0839653478716256,1.0249758028237552,0.0626951547014324
Assam,DARRANG,486,False,1,0.3333333333333333,1.0,0.5384387862427931,0.5067346938775509,29.31745614319864,-7.749212545971478,-2.357442463712122,,4965999999.999999,,,,0.7803460670185407,0.8574815768569641,0.8364515314220928,49.24352081220151,-21.18941689202017,-4.542028056030805,-0.8796978292749722,8197225007.93651,-0.5517515461187031,0.0642759795117958,0.5002484357396688,1.2427269229811075,0.6670719982292058,0.6420515311104911,37.52837997552144,-12.42893943230956,-3.2540033285398966,-0.3389823024026552,6292105004.8828125,0.1190360967286447,0.0674636289643206,0.6163958759658341,0.9667710119263854
Assam,DHEMAJI,486,False,1,0.3333333333333333,1.0,0.464568046025289,0.3668367346938775,17.358043050719235,-1.6319330385865656,-0.5473502982177214,,3584999999.9999995,,,,0.418529771193954,0.2909375545323171,0.1956694736848555,8.892051315042744,-0.0322282349694842,0.1746485838965272,0.2972277547900569,1911945392.376133,0.8233679391112391,0.327388880649728,0.8985888278837699,0.2621059049840694,0.3458904448717352,0.2444834697489835,11.219899872744652,-0.4589932949876283,-0.031253236241683,0.1549732548339627,2383931144.142151,0.7435096387956253,0.2048305950885764,0.8735543114694352,0.3116130133979596
Assam,DHUBRI,486,False,2,0.6666666666666666,0.5408163265306123,0.6008471910051472,0.5123469387755105,8.009094917878356,-2.664482519725656,-0.7965008871915831,,5021000000.000003,,,,0.566836972646365,0.1271234391633635,0.0911490525377589,1.41296118666492,0.8359652536752631,0.6803936134719359,0.7600915209833794,836696706.7843338,0.978231811595818,0.7614762211035325,0.9862656933696156,0.1199277727956259,0.0584805170896335,0.0404981235971256,0.6308502863553441,0.9652858135195052,0.8579967801784626,0.97742373361438,91599164.19982892,0.983456084211472,1.0152880954823282,0.9984964073624212,0.0551702991411636
Assam,GOALPARA,486,False,1,0.3333333333333333,1.0,1.2820451614191946,1.2107142857142863,7.461798238533335,-8.243761280196502,-2.633202099737537,,11865000000.000006,,,,0.7865307738768061,1.3037008847117657,1.2334427623906774,7.603138297746044,-8.558681565539343,-2.701407414698185,-0.4374812091655038,12087739071.428638,-0.049604106427673,0.0208155152270456,0.9233110747629836,0.7998164936881994,1.3616696457116828,1.2917774113246372,7.964733601395873,-9.42762935574994,-2.876462397938328,-0.6590122013828501,12659418630.981443,-0.3613736000752359,0.0552604764677521,0.9196841358670486,0.8353801507433632
