state,district,rows,rank_1,rank_1_R2,rank_2,rank_2_R2,rank_3,rank_3_R2
Kerala,Kollam,486,XGBoost,0.4652040344676432,Random Forest,0.0,Persistence,-13.52239717022696
Kerala,MALAPPURAM,486,XGBoost,0.7035704207350055,Random Forest,0.0,Persistence,-3.592783216525139
Kerala,PALAKKAD,486,XGBoost,0.8964411737912918,Random Forest,0.0,Persistence,-0.2401723797567372
Kerala,PATHANAMTHITTA,486,XGBoost,0.9874330125968044,Random Forest,0.0,Persistence,-4.380634655990029
Kerala,THIRUVANANTHAPURAM,486,Random Forest,1.0,XGBoost,0.9582971286295706,Persistence,-0.7979570213903506
Kerala,THRISSUR,486,XGBoost,0.3078018823091163,Random Forest,0.0,Persistence,-0.0693579089409077
Kerala,WAYANAD,486,XGBoost,0.3681352197177664,Random Forest,0.0,Persistence,-1.7504121929302348
Madhya Pradesh,AGAR MALWA,486,XGBoost,1.1859155784187971,Random Forest,0.0,Persistence,-1.6760716559271476
Madhya Pradesh,ALIRAJPUR,486,XGBoost,0.919030583134812,Random Forest,0.0,Persistence,-3.475274555567628
Madhya Pradesh,ANUPPUR,486,XGBoost,0.7904884011489212,Random Forest,0.0,Persistence,-1.782555875012933
Madhya Pradesh,ASHOK NAGAR,486,XGBoost,0.3501536224383102,Random Forest,0.0,Persistence,-2.453591801672351
Madhya Pradesh,BALAGHAT,486,XGBoost,1.2550078049588291,Random Forest,0.0,Persistence,-14.882603305096811
Madhya Pradesh,BARWANI,486,XGBoost,0.5399462716964325,Random Forest,0.0,Persistence,-0.442870333990528
Madhya Pradesh,BETUL,486,XGBoost,0.9748349584281664,Random Forest,0.0,Persistence,-2.250199399926392
Madhya Pradesh,BHIND,486,XGBoost,0.5282608583023305,Random Forest,0.0,Persistence,-2.5606637234118
Madhya Pradesh,BHOPAL,486,XGBoost,0.9077519433188884,Random Forest,0.0,Persistence,-1.7225173741610411
Madhya Pradesh,CHHATARPUR,486,Random Forest,1.0,XGBoost,0.7375505269132473,Persistence,-0.8954998260244769
Madhya Pradesh,CHHINDWARA,486,XGBoost,0.6027240237233698,Random Forest,0.0,Persistence,-0.6787632632323788
Madhya Pradesh,DAMOH,486,XGBoost,0.0383331017703951,Random Forest,0.0,Persistence,-2.200277898442549
Madhya Pradesh,DATIA,486,XGBoost,0.7462178651684116,Random Forest,0.0,Persistence,-4.960894686709268
Madhya Pradesh,DEWAS,486,XGBoost,0.5375328183532949,Random Forest,0.0,Persistence,-0.5070160813905797
Madhya Pradesh,DHAR,486,XGBoost,0.9537182133834596,Random Forest,0.0,Persistence,-2.232761274722369
Madhya Pradesh,DINDORI,486,XGBoost,1.0085591783046888,Random Forest,0.0,Persistence,-3.1033559821221006
Madhya Pradesh,GUNA,486,XGBoost,1.035955492288441,Random Forest,0.0,Persistence,-3.896863798718025
Madhya Pradesh,GWALIOR,486,XGBoost,0.7990066579496373,Random Forest,0.0,Persistence,-1.207617945534437
Madhya Pradesh,HARDA,486,XGBoost,0.4530931471144032,Random Forest,0.0,Persistence,-1.73664202946838
Madhya Pradesh,INDORE,486,XGBoost,0.1904882105832686,Random Forest,0.0,Persistence,-2.42848861885131
Madhya Pradesh,JABALPUR,486,XGBoost,0.7580574325144113,Random Forest,0.0,Persistence,-0.4849574746303642
Madhya Pradesh,JHABUA,486,XGBoost,0.3318029282390431,Random Forest,0.0,Persistence,-0.1253641190330758
