state,district,rank_1_R2
Madhya Pradesh,ASHOK NAGAR,-1.999614359397928
Madhya Pradesh,ASHOK NAGAR,-1.999614359397928
Madhya Pradesh,BHOPAL,0.9227019211991606
Madhya Pradesh,BHOPAL,0.9227019211991606
Madhya Pradesh,DHAR,0.9753708506378012
Madhya Pradesh,DHAR,0.9753708506378012
Madhya Pradesh,Khargone,-1.9400289914197653
Madhya Pradesh,Khargone,-1.9400289914197653
Madhya Pradesh,RATLAM,-2.3141068919538106
Madhya Pradesh,RATLAM,-2.3141068919538106
Madhya Pradesh,REWA,0.6279041582592244
Madhya Pradesh,REWA,0.6279041582592244
Madhya Pradesh,SIDHI,0.9540079752231972
Madhya Pradesh,SIDHI,0.9540079752231972
Madhya Pradesh,VIDISHA,0.9311441511648484
Madhya Pradesh,VIDISHA,0.9311441511648484
Maharashtra,Amravati,0.3856712840027989
Maharashtra,Amravati,0.3856712840027989
Maharashtra,Aurangabad,0.6383564368308883
Maharashtra,Aurangabad,0.6383564368308883
Maharashtra,Bhandara,0.4768749091340705
Maharashtra,Bhandara,0.4768749091340705
Maharashtra,Gondia,0.5377519833496934
Maharashtra,Gondia,0.5377519833496934
Maharashtra,Jalgaon,0.5043875959492523
Maharashtra,Jalgaon,0.5043875959492523
Maharashtra,Jalna,0.8154280725374454
Maharashtra,Jalna,0.8154280725374454
Maharashtra,Nanded,0.9010274632794312
Maharashtra,Nanded,0.9010274632794312
Maharashtra,Nandurbar,0.6414805276308838
Maharashtra,Nandurbar,0.6414805276308838
Maharashtra,Wardha,-0.560160978636411
Maharashtra,Wardha,-0.560160978636411
Maharashtra,Washim,0.2973788807459667
Maharashtra,Washim,0.2973788807459667
Meghalaya,East Khasi Hills,0.7796541982272979
Meghalaya,East Khasi Hills,0.7796541982272979
Meghalaya,west Garo Hills,0.6031505481195167
Meghalaya,west Garo Hills,0.6031505481195167
Nagaland,DIMAPUR,-0.3657301760860283
Nagaland,DIMAPUR,-0.3657301760860283
Odisha,GAJAPATI,-0.2075610674763197
Odisha,GAJAPATI,-0.2075610674763197
Odisha,KENDRAPARA,-5.853469622526986
Odisha,KENDRAPARA,-5.853469622526986
Odisha,KORAPUT,-1.635268810036866
Odisha,KORAPUT,-1.635268810036866
Odisha,NAYAGARH,-1.265473521784601
Odisha,NAYAGARH,-1.265473521784601
Odisha,Nabarangapur,0.2339945903706048
Odisha,Nabarangapur,0.2339945903706048
Odisha,PURI,0.6817641349430472
Odisha,PURI,0.6817641349430472
Puducherry,Karaikal,0.6451420177512213
Puducherry,Karaikal,0.6451420177512213
Punjab,BARNALA,0.7464213974400512
Punjab,BARNALA,0.7464213974400512
Punjab,BATHINDA,-0.5562516213108637
Punjab,BATHINDA,-0.5562516213108637
Punjab,FATEHGARH SAHIB,0.7566705646351609
Punjab,FATEHGARH SAHIB,0.7566705646351609
Punjab,FAZILKA,0.8595431616703842
Punjab,FAZILKA,0.8595431616703842
Punjab,HOSHIARPUR,0.6812655627368533
Punjab,HOSHIARPUR,0.6812655627368533
Punjab,SBS NAGAR,0.866323055916423
Punjab,SBS NAGAR,0.866323055916423
Rajasthan,ALWAR,0.999961974428578
Rajasthan,ALWAR,0.999961974428578
Rajasthan,BHARATPUR,0.8890249402686591
Rajasthan,BHARATPUR,0.8890249402686591
Rajasthan,BUNDI,0.9554469303943284
Rajasthan,BUNDI,0.9554469303943284
