state,district,agency,rows,train_rows,test_rows,regime_valid,regime_class_count,regime_eval_note,split_ratio,Regime Coverage,Regime Majority Share,gwl_min,gwl_max,gwl_range,IF__anomaly_count,IF__total_count,IF__anomaly_density,IF__mean_score,IF__min_score,Persistence__RMSE,Persistence__MAE,Persistence__MAPE,Persistence__R2,Persistence__mNSE,Persistence__NRMSE,Persistence__PBIAS,Persistence__Pearson r,Persistence__Bias,Persistence__KGE,Persistence__Alpha,Persistence__Beta,Persistence__Regime Accuracy,Persistence__Regime Acc Low,Persistence__Regime Acc Moderate,Persistence__Regime Acc High,Random Forest__RMSE,Random Forest__MAE,Random Forest__MAPE,Random Forest__R2,Random Forest__mNSE,Random Forest__NRMSE,Random Forest__PBIAS,Random Forest__Pearson r,Random Forest__Bias,Random Forest__KGE,Random Forest__Alpha,Random Forest__Beta,Random Forest__Regime Accuracy,Random Forest__Regime Acc Low,Random Forest__Regime Acc Moderate,Random Forest__Regime Acc High,XGBoost__RMSE,XGBoost__MAE,XGBoost__MAPE,XGBoost__R2,XGBoost__mNSE,XGBoost__NRMSE,XGBoost__PBIAS,XGBoost__Pearson r,XGBoost__Bias,XGBoost__KGE,XGBoost__Alpha,XGBoost__Beta,XGBoost__Regime Accuracy,XGBoost__Regime Acc Low,XGBoost__Regime Acc Moderate,XGBoost__Regime Acc High,Persistence_cm__Actual Low__Pred Low,Persistence_cm__Actual Low__Pred Moderate,Persistence_cm__Actual Low__Pred High,Persistence_cm__Actual Moderate__Pred Low,Persistence_cm__Actual Moderate__Pred Moderate,Persistence_cm__Actual Moderate__Pred High,Persistence_cm__Actual High__Pred Low,Persistence_cm__Actual High__Pred Moderate,Persistence_cm__Actual High__Pred High,Random Forest_cm__Actual Low__Pred Low,Random Forest_cm__Actual Low__Pred Moderate,Random Forest_cm__Actual Low__Pred High,Random Forest_cm__Actual Moderate__Pred Low,Random Forest_cm__Actual Moderate__Pred Moderate,Random Forest_cm__Actual Moderate__Pred High,Random Forest_cm__Actual High__Pred Low,Random Forest_cm__Actual High__Pred Moderate,Random Forest_cm__Actual High__Pred High,XGBoost_cm__Actual Low__Pred Low,XGBoost_cm__Actual Low__Pred Moderate,XGBoost_cm__Actual Low__Pred High,XGBoost_cm__Actual Moderate__Pred Low,XGBoost_cm__Actual Moderate__Pred Moderate,XGBoost_cm__Actual Moderate__Pred High,XGBoost_cm__Actual High__Pred Low,XGBoost_cm__Actual High__Pred Moderate,XGBoost_cm__Actual High__Pred High,Persistence__gwl_min,Persistence__gwl_max,Persistence__gwl_range,Persistence__Regime Coverage,Persistence__Regime Majority Share,Persistence__Regime Valid,Persistence__Regime Weight,SHAP__Random Forest__lag_1,SHAP__Random Forest__lag_3,SHAP__Random Forest__lag_7,SHAP__Random Forest__lag_14,SHAP__Random Forest__rolling_7,SHAP__Random Forest__rolling_14,SHAP__Random Forest__rolling_7_std,SHAP__Random Forest__rolling_14_std,SHAP__Random Forest__diff_1,SHAP__Random Forest__diff_7,SHAP__Random Forest__month,SHAP__Random Forest__dayofyear,SHAP__Random Forest__weekday,SHAP__Random Forest__is_monsoon,SHAP__Random Forest__top1_feature,SHAP__Random Forest__top1_value,SHAP__Random Forest__top2_feature,SHAP__Random Forest__top2_value,SHAP__Random Forest__top3_feature,SHAP__Random Forest__top3_value,SHAP__XGBoost__lag_1,SHAP__XGBoost__lag_3,SHAP__XGBoost__lag_7,SHAP__XGBoost__lag_14,SHAP__XGBoost__rolling_7,SHAP__XGBoost__rolling_14,SHAP__XGBoost__rolling_7_std,SHAP__XGBoost__rolling_14_std,SHAP__XGBoost__diff_1,SHAP__XGBoost__diff_7,SHAP__XGBoost__month,SHAP__XGBoost__dayofyear,SHAP__XGBoost__weekday,SHAP__XGBoost__is_monsoon,SHAP__XGBoost__top1_feature,SHAP__XGBoost__top1_value,SHAP__XGBoost__top2_feature,SHAP__XGBoost__top2_value,SHAP__XGBoost__top3_feature,SHAP__XGBoost__top3_value,Random Forest__gwl_min,Random Forest__gwl_max,Random Forest__gwl_range,Random Forest__Regime Coverage,Random Forest__Regime Majority Share,Random Forest__Regime Valid,Random Forest__Regime Weight,XGBoost__gwl_min,XGBoost__gwl_max,XGBoost__gwl_range,XGBoost__Regime Coverage,XGBoost__Regime Majority Share,XGBoost__Regime Valid,XGBoost__Regime Weight
-,N/A,CGWB,0,0,0,False,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andaman & Nicobar,N/A,CGWB,0,0,0,False,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,ALLURI SITHARAMA RAJU,CGWB,486,388,98,False,1,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.3333333333333333,1.0,-36.33,-29.92,6.409999999999997,114.0,486.0,0.2345679012345679,0.08109488708767741,-0.06694614603414173,4.179590351960832,3.6477551020408154,10.515692477174607,-3.1874052847252186,-1.0442161231067986,0.6520421765929539,35735999999.99999,,3.6465306122448977,,,,1.0,1.0,,,4.289533389335852,3.770208528101707,10.88032309549998,-3.4105999294924425,-1.1128394985475714,0.6691939764954531,36948043575.396736,-0.056758621292113426,3.770208528101707,-0.44281336604595944,0.024097468248028952,0.8878132178652206,1.0,1.0,,,4.312067273024357,3.7897652357451768,10.936753486309076,-3.4570613929570664,-1.1237991534480058,0.6727094029679187,37139699310.302734,-0.2733316622659173,3.7897652357451768,-0.6076581758244088,0.025077179807662466,0.8872312861011504,1.0,1.0,,,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,-36.33,-29.92,6.409999999999997,0.3333333333333333,1.0,0.0,0.0,2.7169709388937475,3.0238074230030842,1.9422499617994085,1.2485812998121026,2.8936961615521666,2.625798507155199,0.014754776446581703,0.0037044596831915157,0.012368124603302649,0.011892003826860502,0.043716442149732575,0.24406973926226008,0.004009241770949797,0.045632673701126336,lag_3,3.0238074230030842,rolling_7,2.8936961615521666,lag_1,2.7169709388937475,8.891790390014648,2.6900794506073,0.7256281971931458,0.5728881359100342,1.1210849285125732,0.24333862960338593,0.008045581169426441,0.013937760144472122,0.04355333745479584,0.030497288331389427,0.009220859035849571,0.04344303160905838,0.0011741219786927104,0.0,lag_1,8.891790390014648,lag_3,2.6900794506073,rolling_7,1.1210849285125732,-36.33,-29.92,6.409999999999997,0.3333333333333333,1.0,0.0,0.0,-36.33,-29.92,6.409999999999997,0.3333333333333333,1.0,0.0,0.0
Andhra Pradesh,ANAKAPALLE,CGWB,486,388,98,False,1,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.3333333333333333,1.0,-3.873,-2.955,0.9180000000000001,20.0,486.0,0.0411522633744856,0.09353430470112666,-0.08759246582762914,0.38550413587341736,0.2798061224489797,7.874673044005609,-0.9286122571699835,-0.18362325721932105,0.41993914583160924,2621500000.000001,,0.26750000000000007,,,,1.0,,1.0,,0.28722236840601617,0.2338933699519499,6.720435725031278,-0.07059043060989278,0.010594800565843943,0.3128783969564446,2257273048.8095336,0.9333695791124063,0.23033398457240137,0.4220293366164729,0.4301093192281705,0.9304652122045581,0.9285714285714286,,0.9285714285714286,,0.11674166731146285,0.09999312605176656,3.0023920802506634,0.8231363341535289,0.5770135816863158,0.12716957223470896,422556328.77349883,0.9597024769381618,0.04311799273198967,0.7648548528175306,1.2313004842889532,0.9869832474771352,1.0,,1.0,,0,0,0,0,98,0,0,0,0,0,0,0,0,91,7,0,0,0,0,0,0,0,98,0,0,0,0,-3.873,-2.955,0.9180000000000001,0.3333333333333333,1.0,0.0,0.0,1.0460097091322809,0.007985746789623101,0.0021270567532302685,0.12284254064008256,0.7316449009762878,1.6752172135876129,0.006864135401213137,0.012050625690388863,0.010158998176755325,0.0669157498700065,0.08669332039677505,0.19987358379019918,0.0012778561888138035,0.017857562017280736,rolling_14,1.6752172135876129,lag_1,1.0460097091322809,rolling_7,0.7316449009762878,0.24159850180149078,0.043712615966796875,0.006149991415441036,0.1381392925977707,2.496138334274292,0.8664802312850952,0.008208535611629486,0.0035129308234900236,0.019444366917014122,0.07726901769638062,0.10801409929990768,0.2218267023563385,0.0038739510346204042,0.003164521185681224,rolling_7,2.496138334274292,rolling_14,0.8664802312850952,lag_1,0.24159850180149078,-3.873,-2.955,0.9180000000000001,0.3333333333333333,1.0,0.0,0.0,-3.873,-2.955,0.9180000000000001,0.3333333333333333,1.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,CGWB,486,388,98,False,1,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.3333333333333333,1.0,-8.29,4.26,12.549999999999999,118.0,486.0,0.24279835390946503,0.07870647268672146,-0.13269305647632057,7.953906689963937,6.667040816326532,442.5747749292172,-2.3624217153844778,-0.7523947199026133,0.6337774254951345,-65337000000.000015,,-6.667040816326532,,,,1.0,,,1.0,8.388023898593561,7.176310868156785,470.6185184484678,-2.7394739869124125,-0.8862535298931589,0.6683684381349452,-70327846507.9365,-0.295499706729225,-7.176310868156785,-3.6635958005964726,0.003958182093027061,5.367917924845443,1.0,,,1.0,8.269655133839448,7.040515366768351,462.386310813642,-2.634678446079988,-0.8505604351341054,0.6589366640509521,-68997050594.32983,0.0024914725746837917,-7.040515366768351,-3.5085988518920646,0.01565003788459253,5.285264927292082,1.0,,,1.0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,-8.29,4.26,12.549999999999999,0.3333333333333333,1.0,0.0,0.0,2.568879235467202,0.18395954693637398,0.19887392856607375,0.1929269908233734,0.2901077637909313,0.22279903727931297,0.0033979610992476163,0.020254169922744106,0.011595208379183491,0.028377085972962495,0.00242226053948782,0.0897443849194546,0.0014832867919447816,0.00023980938629318847,lag_1,2.568879235467202,rolling_7,0.2901077637909313,rolling_14,0.22279903727931297,2.420276165008545,0.7744109630584717,0.23877093195915222,0.1354156732559204,0.20417949557304382,0.046036746352910995,0.04553826153278351,0.013621844351291656,0.04063181206583977,0.026188328862190247,0.0006749927997589111,0.013330903835594654,0.0011853039031848311,0.00018972287944052368,lag_1,2.420276165008545,lag_3,0.7744109630584717,lag_7,0.23877093195915222,-8.29,4.26,12.549999999999999,0.3333333333333333,1.0,0.0,0.0,-8.29,4.26,12.549999999999999,0.3333333333333333,1.0,0.0,0.0
Andhra Pradesh,ANANTHAPURAMU,CGWB,486,388,98,False,2,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.6666666666666666,0.8775510204081632,-7.54,-3.66,3.88,102.0,486.0,0.20987654320987653,0.0745334981475728,-0.08203670137235475,1.8806213693069311,1.614081632653061,28.235376589082616,-2.7969116871679596,-0.9848959000230479,0.4846962292028173,15817999999.999998,,1.614081632653061,,,,0.8775510204081632,0.0,1.0,,0.47248705512518907,0.3654313260029851,7.032673642657686,0.7603333576081106,0.5506155785125523,0.12177501420752296,2429882005.4112763,0.9219058616364691,0.2479471434093139,0.8816698418309346,1.075453083242839,0.9529876174319686,0.9591836734693877,0.6666666666666666,1.0,,0.3719338196118883,0.29808653987183864,5.864375013903013,0.8514888356647455,0.6334319535802275,0.0958592318587341,1686782871.246338,0.9468598495884191,0.1721207011475855,0.9120856001592994,1.0619678136653323,0.967364801469521,0.9795918367346939,0.8333333333333334,1.0,,0,12,0,0,86,0,0,0,0,8,4,0,0,86,0,0,0,0,10,2,0,0,86,0,0,0,0,-7.54,-3.66,3.88,0.6666666666666666,0.8775510204081632,0.0,0.0,0.4897726664383151,0.02641280241996501,0.025900686083937592,0.006909116700869116,0.22495401658133798,0.3791047232252339,0.012673551695349635,0.010837356666782217,0.06701514079545245,0.05036884087155764,0.08247852095885667,0.0840815334560021,0.0007007952111837061,0.008052251738584256,lag_1,0.4897726664383151,rolling_14,0.3791047232252339,rolling_7,0.22495401658133798,0.8220922350883484,0.03013923019170761,0.04663911461830139,0.0041940524242818356,0.08676739782094955,0.21763285994529724,0.019992034882307053,0.021573685109615326,0.1323229819536209,0.06059972196817398,0.07916546612977982,0.03694743290543556,0.002145439153537154,0.0167312603443861,lag_1,0.8220922350883484,rolling_14,0.21763285994529724,diff_1,0.1323229819536209,-7.54,-3.66,3.88,0.6666666666666666,0.8775510204081632,0.0,0.0,-7.54,-3.66,3.88,0.6666666666666666,0.8775510204081632,0.0,0.0
Andhra Pradesh,ANNAMAYYA,CGWB,486,388,98,False,2,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.6666666666666666,0.8775510204081632,-14.225,4.4,18.625,100.0,486.0,0.205761316872428,0.03674972269000295,-0.08319298374146711,17.06356063130926,15.940540816326529,403.12126133605403,-6.681081926523832,-2.755379233489614,0.9161643291978127,-856.9361795653725,,-15.914091836734691,,,,0.12244897959183673,1.0,,0.0,0.7143711710859727,0.5159498540702022,12.429277002045346,0.9865373387726449,0.8784490821344826,0.038355499118709946,-26.377139448677546,0.9965424264685439,-0.4898477034655173,0.7355506623011647,0.9813949242106088,0.7362286055132244,0.9897959183673469,1.0,,0.9883720930232558,0.5298160461393759,0.25503546590707743,5.882232466486389,0.9925948596860578,0.9399170389821504,0.02844649912157723,3.181143894854239,0.9964386872410544,0.05907676358612217,0.9633670168883357,0.9821863856807322,1.0318114389485422,0.9897959183673469,1.0,,0.9883720930232558,12,0,0,0,0,0,86,0,0,12,0,0,0,0,0,0,1,85,12,0,0,0,0,0,0,1,85,-14.225,4.4,18.625,0.6666666666666666,0.8775510204081632,0.0,0.0,6.87443910704137,0.007155454068958051,0.05828283667562791,0.013506525671249454,1.5320334973746565,0.014759193865557073,0.01630809956186599,0.0317636752161084,2.4641414088280316,1.6799555888104496,0.0032323435759816148,0.13825298855419166,0.017945683023655436,0.038884504843752436,lag_1,6.87443910704137,diff_1,2.4641414088280316,diff_7,1.6799555888104496,6.395983695983887,0.044118866324424744,0.8838767409324646,0.034306932240724564,1.1430505514144897,0.15776321291923523,0.034895408898591995,0.013698467053472996,1.9084054231643677,1.009843111038208,0.0025268234312534332,0.07242558151483536,0.008737912401556969,0.0003900663577951491,lag_1,6.395983695983887,diff_1,1.9084054231643677,rolling_7,1.1430505514144897,-14.225,4.4,18.625,0.6666666666666666,0.8775510204081632,0.0,0.0,-14.225,4.4,18.625,0.6666666666666666,0.8775510204081632,0.0,0.0
Andhra Pradesh,BAPATLA,CGWB,486,388,98,False,1,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.3333333333333333,1.0,-7.18,-4.98,2.1999999999999993,90.0,486.0,0.18518518518518517,0.1130936685049523,-0.11572393081543597,1.1846057640947598,0.9878571428571425,15.561869537422032,-2.283096252988619,-0.8063974410235906,0.5384571654976182,9680999999.999998,,0.9878571428571425,,,,1.0,,,1.0,0.8648127121337438,0.7814191172782203,12.832055817737825,-0.7497663570559128,-0.4289044767502581,0.39309668733352005,7657907349.32656,0.8240817404436793,0.7814191172782203,0.7293435701104398,0.8413717672387526,0.8690620270269891,1.0,,,1.0,0.6613713779815829,0.5774275186110516,9.499128260079045,-0.023355963385721212,-0.05588505335780747,0.3006233536279923,2696719846.725464,0.8818203655236693,0.27517549456382284,0.3164897881504324,1.6716350859341893,0.95389040186842,1.0,,,1.0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,-7.18,-4.98,2.1999999999999993,0.3333333333333333,1.0,0.0,0.0,0.9244526954501852,0.09372130647708873,0.018023611271174057,0.013048876922793402,1.1024783674852987,0.11571516726517803,0.032317260537327176,0.059471367808902546,0.002742459166985791,0.0030486559148641904,0.023414184663819254,0.007490616513765251,0.0003246674324740163,0.0001313569514252274,rolling_7,1.1024783674852987,lag_1,0.9244526954501852,rolling_14,0.11571516726517803,1.5206888914108276,0.22390615940093994,0.026655321940779686,0.019835850223898888,0.19788117706775665,0.040104012936353683,0.10541849583387375,0.017832547426223755,0.0064462898299098015,0.007755734492093325,0.07584812492132187,0.0112997405230999,0.0003229884896427393,0.00044455743045546114,lag_1,1.5206888914108276,lag_3,0.22390615940093994,rolling_7,0.19788117706775665,-7.18,-4.98,2.1999999999999993,0.3333333333333333,1.0,0.0,0.0,-7.18,-4.98,2.1999999999999993,0.3333333333333333,1.0,0.0,0.0
Andhra Pradesh,CHITTOOR,CGWB,486,388,98,False,2,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.6666666666666666,0.5204081632653061,-79.321,-50.92,28.400999999999996,38.0,486.0,0.07818930041152264,0.07657661324491186,-0.1013570774379301,20.160949225506954,18.446061224489796,25.868384624441926,-5.139316413007913,-1.7898133654940813,0.7098675830254906,180771400000.00003,,18.446061224489796,,,,0.5204081632653061,0.0,1.0,,4.181451972046081,3.360356765055304,5.216602804175633,0.7359097966671382,0.49177398351397694,0.14722904024668432,29447076005.478493,0.9620736492156376,3.004803674028418,0.7984952661090438,1.192946604295989,0.9559845755752193,0.9081632653061225,0.8297872340425532,0.9803921568627451,,3.9554555811305505,2.3935446964186067,3.8121873777023003,0.7636851089644964,0.6379962690294715,0.13927170103625053,18122015673.82812,0.9494233096478094,1.8491852728396043,0.7505117407265033,1.2428016809220954,0.972912481661416,0.9489795918367347,0.9361702127659575,0.9607843137254902,,0,47,0,0,51,0,0,0,0,39,8,0,1,50,0,0,0,0,44,3,0,2,49,0,0,0,0,-79.321,-50.92,28.400999999999996,0.6666666666666666,0.5204081632653061,0.0,0.0,14.806535301880922,0.8880895515602015,0.15282418483493782,0.186813587297864,1.9161967750744904,0.1710649821385677,0.07348156111554649,0.041862400843323884,0.11927478646560269,0.20939437904651667,0.6745540096138369,0.45817881046467895,0.0676890085312748,0.004200248967505174,lag_1,14.806535301880922,rolling_7,1.9161967750744904,lag_3,0.8880895515602015,13.403695106506348,2.7592008113861084,0.09430643171072006,0.07246460765600204,1.5533448457717896,0.08364202827215195,0.16178329288959503,0.21726849675178528,0.22478854656219482,0.40102407336235046,0.023174911737442017,0.6642132997512817,0.009766892530024052,0.0018717395141720772,lag_1,13.403695106506348,lag_3,2.7592008113861084,rolling_7,1.5533448457717896,-79.321,-50.92,28.400999999999996,0.6666666666666666,0.5204081632653061,0.0,0.0,-79.321,-50.92,28.400999999999996,0.6666666666666666,0.5204081632653061,0.0,0.0
Andhra Pradesh,CUDDAPAH,CGWB,486,388,98,False,2,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,0.6666666666666666,0.9081632653061225,-7.676,-1.889,5.787,103.0,486.0,0.21193415637860083,0.07478583720631685,-0.15101477055310297,2.7561135643495964,2.157285714285714,44.83401728800725,-1.5817261227956632,-0.5380069797073013,0.47625947198023094,21141400000.0,,2.157285714285714,,,,0.9081632653061225,0.0,1.0,,2.2916642903544497,1.8347633499352125,38.73028604554584,-0.7849166757942239,-0.3080691257652173,0.39600212378684113,17980680829.365086,0.9379337831218577,1.8347633499352125,0.0901551133318067,0.21647371111040922,0.5416856350302792,0.9081632653061225,0.0,1.0,,0.8973554802182963,0.684355136345844,15.214848000217982,0.7263187838980267,0.5120984812867262,0.1550640193914457,6679390737.724305,0.9567056971986804,0.6815704834412556,0.7187812565847613,0.780401322467077,0.8297472296296332,0.9081632653061225,0.0,1.0,,0,9,0,0,89,0,0,0,0,0,9,0,0,89,0,0,0,0,0,9,0,0,89,0,0,0,0,-7.676,-1.889,5.787,0.6666666666666666,0.9081632653061225,0.0,0.0,0.3805534281734433,1.101825165942858,0.05170500841900253,0.0024303616081450445,0.5431712043242632,1.0655244513150988,0.026365233216507782,0.011463147887415055,0.01705108348962577,0.0034760897364735943,4.493135594093317e-05,0.2916184692874844,0.00012246593594982035,0.00024386880501216845,lag_3,1.101825165942858,rolling_14,1.0655244513150988,rolling_7,0.5431712043242632,1.4277979135513306,0.625984787940979,0.0037156774196773767,0.05498078465461731,0.013045398518443108,0.004781956318765879,0.28434720635414124,0.0390402190387249,0.03204832598567009,0.011553878895938396,0.00012178140605101362,0.10189462453126907,0.0006096917786635458,0.0,lag_1,1.4277979135513306,lag_3,0.625984787940979,rolling_7_std,0.28434720635414124,-7.676,-1.889,5.787,0.6666666666666666,0.9081632653061225,0.0,0.0,-7.676,-1.889,5.787,0.6666666666666666,0.9081632653061225,0.0,0.0
